index,x_m,y_m,z_m
370,347.83566933867763,347.83466933867766,52.24073542685368
371,348.63927655310647,348.6382765531065,52.1870576793587
372,349.44288376753536,349.44188376753533,52.133379931863715
373,350.2464909819642,350.24549098196417,52.08116716528045
374,351.05009819639304,351.04909819639306,52.04126573547092
375,351.8537054108219,351.8527054108219,51.99926279358716
376,352.65731262525077,352.6563126252508,51.9572598517034
377,353.4609198396796,353.4599198396796,51.915256909819625
378,354.2645270541085,354.26352705410847,51.87325396793585
379,355.06813426853734,355.06713426853736,51.831251026052094
380,355.8717414829662,355.8707414829662,51.78924808416832
381,356.67534869739507,356.67434869739503,51.74724514228454
382,357.4789559118239,357.4779559118239,51.70524220040079
383,358.2825631262528,358.28156312625276,51.66323925851702
384,359.0861703406815,359.08517034068154,51.62123631663325
385,359.88977755511036,359.88877755511044,51.57923337474949
386,360.69338476953925,360.6923847695393,51.53723043286572
387,361.49699198396814,361.4959919839681,51.495227490981954
388,362.300599198397,362.29959919839695,51.45322454909819
389,363.1042064128258,363.1032064128258,51.41122160721443
390,363.9078136272547,363.90681362725473,51.36921866533065
391,364.71142084168355,364.7104208416836,51.3272157234469
392,365.5150280561124,365.5140280561124,51.28521278156312
393,366.3186352705412,366.31763527054125,51.24320983967935
394,367.12224248497006,367.1212424849701,51.201206897795586
395,367.92584969939895,367.924849699399,51.15920395591181
396,368.7294569138278,368.7284569138278,51.11720101402805
397,369.5330641282567,369.5320641282567,51.07519807214429
398,370.33667134268546,370.3356713426855,51.03319513026052
399,371.14027855711436,371.1392785571144,50.99119218837674
400,371.94388577154325,371.9428857715433,50.94918924649298
401,372.7474929859721,372.7464929859721,50.90718630460921
402,373.5511002004009,373.55010020040095,50.86518336272543
403,374.3547074148298,374.3537074148298,50.82318042084167
404,375.15831462925865,375.1573146292587,50.78821664156369
405,375.96192184368743,375.96092184368746,50.77048521442886
406,376.7655290581164,376.76452905811635,50.75466701002004
407,377.5691362725452,377.56813627254525,50.73884880561122
408,378.37274348697406,378.371743486974,50.7230306012024
409,379.1763507014029,379.1753507014029,50.70721239679358
410,379.9799579158318,379.9789579158318,50.69139419238476
411,380.78356513026057,380.7825651302606,50.675575987975954
412,381.5871723446895,381.5861723446895,50.65975778356713
413,382.39077955911836,382.3897795591183,50.643939579158314
414,383.1943867735472,383.19338677354716,50.6281213747495
415,383.99799398797603,383.99699398797605,50.61230317034068
416,384.80160120240487,384.8006012024049,50.596484965931865
417,385.6052084168337,385.6042084168337,50.58066676152304
418,386.4088156312626,386.4078156312626,50.56484855711423
419,387.2124228456915,387.21142284569146,50.54903035270541
420,388.0160300601203,388.0150300601203,50.5332121482966
421,388.81963727454917,388.8186372745492,50.517393943887775
422,389.62324448897795,389.62224448897797,50.50157573947896
423,390.42685170340684,390.42585170340686,50.48575753507014
424,391.23045891783573,391.2294589178357,50.469939330661326
425,392.0340661322646,392.0330661322646,50.4541211262525
426,392.83767334669346,392.83667334669343,50.438302921843686
427,393.6412805611223,393.64028056112227,50.42248471743487
428,394.44488777555114,394.44388777555116,50.40666651302606
429,395.24849498998003,395.24749498998,50.390848308617244
430,396.05210220440887,396.0511022044089,50.37503010420842
431,396.85570941883765,396.8547094188377,50.3592118997996
432,397.65931663326654,397.65831663326657,50.34339369539078
433,398.46292384769544,398.46192384769546,50.327575490981964
434,399.2665310621243,399.2655310621243,50.31175728657314
435,400.0701382765531,400.06913827655313,50.29722081577985
436,400.87374549098195,400.87274549098197,50.2895674749499
437,401.6773527054108,401.6763527054108,50.28244751503006
438,402.4809599198397,402.47995991983964,50.27532755511022
439,403.2845671342685,403.28356713426854,50.268207595190376
440,404.08817434869735,404.0871743486974,50.26108763527054
441,404.89178156312624,404.8907815631262,50.2539676753507
442,405.6953887775551,405.69438877755505,50.24684771543087
443,406.4989959919839,406.49799599198394,50.239727755511026
444,407.30260320641275,407.3016032064127,50.23260779559119
445,408.10621042084165,408.1052104208416,50.225487835671345
446,408.90981763527043,408.90881763527045,50.21836787575151
447,409.7134248496993,409.71242484969935,50.21124791583166
